processed_at,processing_time_seconds,file_name,file_type,employee_name,employee_address,employee_ssn,employer_name,employer_address,employer_ein,name_confidence,address_confidence,id_confidence,overall_confidence,status,review_reason
2026-05-26T12:39:48.909463,32.17,W2_XL_input_clean_1210.pdf,clean,,,289-02-0762,Schneider-Best Group,,20-9980120,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:39:59.877742,10.96,W2_XL_input_clean_1211.pdf,clean,,,444-13-7461,"Kerr, Macdonald and Anderson Ltd",,82-1737253,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:40:08.739348,8.85,W2_XL_input_clean_1212.pdf,clean,,,555-72-4824,"Campbell, Murphy and Cook LLC",,99-6957558,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:40:29.379722,10.52,W2_XL_input_clean_1214.pdf,clean,,,148-27-5028,Flores-Mclean PLC,,03-7979627,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:41:41.503998,45.95,W2_XL_input_clean_1217.pdf,clean,,,760-70-6926,Rowe Group LLC,478 Rice Vista Apt. 465 Johnsonstad SC 10040-4619,40-6889960,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:42:12.462731,30.95,W2_XL_input_clean_1218.pdf,clean,,,625-51-6146,Owen Ltd Inc,,04-3585886,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:45:21.237871,14.63,W2_XL_input_clean_1228.pdf,clean,,,338-68-6774,"Rodriguez, Jennings and Olson Inc",5844 Melissa Springs Suite 977 Sullivanside UT 26221-2399,84-8640205,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:46:04.375277,11.8,W2_XL_input_clean_1231.pdf,clean,,,661-19-6528,"Davis,",32541 Timothy Rapid Apt. 689 Cynthiafort IA 33758-9328,86-3227844,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:46:35.766119,7.84,W2_XL_input_clean_1234.pdf,clean,,,229-64-6753,Davis Inc Group,,02-6729995,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:47:07.759945,10.91,W2_XL_input_clean_1237.pdf,clean,,,583-24-8389,"Martin, Finley and Adams Group",,55-1198496,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:47:26.185092,18.42,W2_XL_input_clean_1238.pdf,clean,Beth Johnson,385 Griffith Island Suite 490,434-80-1285,Cannon-Mccarty Ltd,,71-1165495,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:47:37.356237,11.16,W2_XL_input_clean_1239.pdf,clean,,,675-16-9765,"Hill, Morrison and Tucker Ltd",,22-7374544,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:48:04.624811,15.83,W2_XL_input_clean_1241.pdf,clean,Jason Dudley,717 Delacruz Locks Suite 266 South Matthewburgh NV,406-97-4665,"Johnson, Roy and Martin LLC",83909 Jeffrey Loop Suite 842 Toniside NV 38676-3951,15-6228698,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:48:19.645685,15.01,W2_XL_input_clean_1242.pdf,clean,,,027-68-4177,Wilson-Powell LLC,,10-5088904,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:48:29.782978,10.13,W2_XL_input_clean_1243.pdf,clean,,,568-20-8440,Hicks LLC Inc,,81-3167870,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:49:22.866545,19.94,W2_XL_input_clean_1246.pdf,clean,,,862-12-4167,Frank LLC PLC,,73-3698308,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:49:33.197202,10.32,W2_XL_input_clean_1247.pdf,clean,Cody Butler,062 Mercado Forge Suite 445 Lake Brittneyside SC,809-05-7400,Mcmahon Ltd Group,,62-1445541,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:49:57.656174,12.88,W2_XL_input_clean_1249.pdf,clean,,,796-77-6855,Sullivan and Sons Inc,,14-4278656,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:52:50.737480,23.47,W2_XL_input_clean_1251.pdf,clean,,,053-23-6720,Christensen-Brown LLC,2427 Melissa Vista Suite 083 Kyleville MT 06865-9887,98-4447991,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:53:24.766933,11.28,W2_XL_input_clean_1253.pdf,clean,,,256-65-7909,Cohen LLC Group,,68-4555919,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:53:51.811191,10.83,W2_XL_input_clean_1255.pdf,clean,,,323-34-9416,Andrews Inc and Sons,7939 Wolfe Plaza Suite 176 East Patriciaport WA 28982-0176,43-7965534,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:54:22.708123,18.63,W2_XL_input_clean_1257.pdf,clean,Mark Hughes,6590 Contreras Union Suite 841 11322-5109,763-36-2199,"West, Wilcox and Wong Inc",5909 Thomas Streets Apt. 299 Lake Ashley MO 30520-2535,05-9788940,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:55:11.962450,16.53,W2_XL_input_clean_1259.pdf,clean,,,540-07-9666,"Lynch, White and Lopez PLC",21718 Michelle Throughway Bennettbury RI 47866-7017,80-9614443,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:55:33.073563,21.1,W2_XL_input_clean_1260.pdf,clean,,,687-84-1504,Norton and Sons PLC,313 Vazquez Club Apt. 275 Jamesshire CA 93672-0603,12-6175863,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:55:56.547231,23.47,W2_XL_input_clean_1261.pdf,clean,,,193-67-6836,Gibson Ltd PLC,22705 Wise Squares Apt. 168 Barnettside OK 74792-9083,77-0159288,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:56:18.267299,21.71,W2_XL_input_clean_1262.pdf,clean,Wilson-Friedman Group,61559 Joshua Pines West Timothymouth CO 00921-9578,113-82-0319,Wilson-Friedman Group,61559 Joshua Pines West Timothymouth CO 00921-9578,87-9807361,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T12:56:42.796307,24.52,W2_XL_input_clean_1263.pdf,clean,,,451-75-9242,Campbell PLC PLC,7348 Lauren Harbors Apt. 622 East William MO 98655-2564,56-4466600,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:57:07.486547,11.82,W2_XL_input_clean_1265.pdf,clean,,,739-06-7881,Johnson LLC PLC,4731 Burch Prairie East James ND 73293-1997,35-4778288,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:57:21.873098,14.38,W2_XL_input_clean_1266.pdf,clean,,,408-32-7338,"Alvarado, Simpson and Moody and Sons",883 Long Islands New Jacqueline KY 66121-2409,71-7121003,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:57:33.291900,11.41,W2_XL_input_clean_1267.pdf,clean,,,365-76-0209,Rollins-Brooks LLC,,72-5259005,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:58:27.824672,19.55,W2_XL_input_clean_1269.pdf,clean,,,644-94-2984,Mclaughlin-Rios Inc,,98-0018234,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:58:54.021762,12.12,W2_XL_input_clean_1271.pdf,clean,,,286-99-4036,Lamb-Martinez LLC,,64-7253142,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:59:15.358651,10.16,W2_XL_input_clean_1273.pdf,clean,,,540-88-7917,"Wilson, Bradley and Liu PLC",5188 Jesus Streets Apt. 324 West Xavierstad WA 76412-8693,95-0285176,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:59:32.055202,16.68,W2_XL_input_clean_1274.pdf,clean,,,878-59-8220,"Davis, Knight and Mercer and Sons",9894 Julie Radial Port Richardshire NJ 21073-0554,63-4071592,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:00:08.592962,12.45,W2_XL_input_clean_1277.pdf,clean,Frazier-Matthews Ltd,372 Alison Union Suite 015 Lake Wesleyshire CA 39137-2527,198-95-8570,Frazier-Matthews Ltd,372 Alison Union Suite 015 Lake Wesleyshire CA 39137-2527,73-2956380,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:00:18.346214,9.74,W2_XL_input_clean_1278.pdf,clean,,,729-81-6005,"Cruz, Rodriguez and Moran PLC",,94-1358226,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:00:29.935716,11.58,W2_XL_input_clean_1279.pdf,clean,,,399-40-6859,Pruitt and Sons LLC,6109 Russell Shoals Suite 426 West Alexandriaport WV 54125-5046,91-1320011,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:01:01.887863,18.59,W2_XL_input_clean_1281.pdf,clean,,,750-17-0064,"Fisher, Jones and Butler and Sons",7776 Stokes Rest Suite 696 Craigbury OH 65474-0989,99-5378091,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:01:25.756815,23.86,W2_XL_input_clean_1282.pdf,clean,Johnson-Owens Group,87627 Tony Center Suite 836 Andersonview DC 40352-4923,187-14-6674,Johnson-Owens Group,87627 Tony Center Suite 836 Andersonview DC 40352-4923,86-1288409,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:02:08.770002,16.03,W2_XL_input_clean_1285.pdf,clean,,,451-91-4327,"Freeman,",,58-6855215,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:02:54.805775,11.14,W2_XL_input_clean_1288.pdf,clean,,,793-81-8894,"Meyer, Zuniga and Washington LLC",65799 Robinson Courts Suite 268 Harttown KS 47884-5904,39-8531773,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:03:28.519111,22.17,W2_XL_input_clean_1290.pdf,clean,,,636-10-0307,Jefferson-Perkins and Sons,,33-0924804,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:04:01.288728,14.52,W2_XL_input_clean_1292.pdf,clean,,,259-94-2403,Kim Ltd Ltd,,38-8430310,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:04:32.818890,31.52,W2_XL_input_clean_1293.pdf,clean,,,608-05-7579,Brown-Macdonald LLC,73752 Farmer Stream Michaelland VT 29520-2971,23-5214522,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:04:41.053717,8.23,W2_XL_input_clean_1294.pdf,clean,,,379-39-9977,"Hernandez, Ruiz and Williams and Sons",,77-3008793,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:13:12.432754,19.17,W2_XL_input_clean_1300.pdf,clean,,,578-25-8443,"Greene, Sherman and Dickerson PLC",,24-2826979,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:13:56.210826,43.77,W2_XL_input_clean_1301.pdf,clean,Adams-Contreras Group,1169 Ingram Road Apt. 095 Bakerhaven CO 70733-3442,589-81-7233,Adams-Contreras Group,1169 Ingram Road Apt. 095 Bakerhaven CO 70733-3442,51-3030992,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:14:37.993526,11.77,W2_XL_input_clean_1304.pdf,clean,Bates-Thomas Ltd,389 Kevin River Suite 997 East Leslieburgh MN 33957-1841,152-95-3720,Bates-Thomas Ltd,389 Kevin River Suite 997 East Leslieburgh MN 33957-1841,24-0979157,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:15:19.757482,11.02,W2_XL_input_clean_1307.pdf,clean,,,144-45-5742,"Murphy, Oliver and York Inc",13200 Candice Mills Apt. 272 Dodsonberg AZ 22471-8401,04-0167789,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:15:30.065985,10.3,W2_XL_input_clean_1308.pdf,clean,,,157-04-1198,Peters-Grant PLC,24358 Tamara Shore Suite 896 New Annaberg NE 67700-9250,54-0451594,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:15:43.685383,13.61,W2_XL_input_clean_1309.pdf,clean,Meredith Price,3567 Fuller Valley Apt. 267 Andersonchester WA,825-86-5953,"Pratt,",656 Rocha Squares Suite 341 New Bradley WV 93741-7018,80-2972761,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:15:55.856425,12.16,W2_XL_input_clean_1310.pdf,clean,,,741-69-2778,Mason-Petersen Ltd,,12-9581111,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:16:11.410832,15.54,W2_XL_input_clean_1311.pdf,clean,,,539-78-6191,Alexander-Smith and Sons,62946 Jeffrey Ports Apt. Martinezshire SD 82501-3954,72-8043157,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:17:47.376231,21.07,W2_XL_input_clean_1316.pdf,clean,Rodney Fuller,32006 Mays Hollow Suite 687 Port Daniellestad KY,417-48-4270,Webb Ltd and Sons,,20-6652385,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:19:00.357376,17.73,W2_XL_input_clean_1321.pdf,clean,Vaughan-Olsen Group,34095 Armstrong Fords Suite 463 North Thomas ND 47841-9096,433-44-6975,Vaughan-Olsen Group,34095 Armstrong Fords Suite 463 North Thomas ND 47841-9096,56-3467346,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:19:24.417094,24.05,W2_XL_input_clean_1322.pdf,clean,,,279-05-3831,Stewart-Hernandez PLC,,20-7032121,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:19:54.974646,16.27,W2_XL_input_clean_1324.pdf,clean,David Rivera,7077 Victoria Points North Katherineport UT,622-44-8319,Wood Inc and Sons,5848 Henry Forge Apt. 398 New Gary NE 22122-6863,77-0025827,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:21:15.599756,14.01,W2_XL_input_clean_1326.pdf,clean,Daniel Scott,7703 Stokes Forest Suite 381 33745-9863,197-98-7861,"Moreno, Burns and Wilkinson PLC",0679 Gill Junctions Apt. Lake Rachel AL 40976-1406,62-4761876,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:22:11.862565,27.63,W2_XL_input_clean_1329.pdf,clean,,,720-70-6553,Pierce LLC and Sons,,02-8130512,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:22:28.079977,16.21,W2_XL_input_clean_1330.pdf,clean,,,721-26-2378,Munoz-Mack LLC,134 Katelyn Shores Suite 851 West Marctown CO 88179-6702,24-7042755,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:24:20.993197,36.79,W2_XL_input_clean_1337.pdf,clean,,,581-70-3222,Davis Group LLC,,36-2070087,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:25:00.417541,12.63,W2_XL_input_clean_1340.pdf,clean,,,863-50-2633,Johnson LLC Inc,98022 Courtney Rapid Apt. 763 Davidtown IA 20868-9326,24-3421744,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:25:47.246727,11.07,W2_XL_input_clean_1343.pdf,clean,,,248-33-6084,"Ray, Taylor and Clark PLC",,91-5950114,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:26:07.470065,20.21,W2_XL_input_clean_1344.pdf,clean,,,484-56-1868,Harmon-Gomez LLC,,84-1326365,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:26:31.407988,12.16,W2_XL_input_clean_1346.pdf,clean,,,688-20-2674,"Garcia, Campbell and Wheeler Ltd",,02-7071860,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:27:14.940984,30.36,W2_XL_input_clean_1348.pdf,clean,,,885-73-5199,Davidson Inc Inc,,55-7716100,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:27:39.567750,24.62,W2_XL_input_clean_1349.pdf,clean,,,517-45-5488,Holder LLC LLC,,36-0139813,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:32:26.594986,11.57,W2_XL_input_clean_1351.pdf,clean,,,599-15-5784,Greene and Sons Ltd,472 Kimberly Shore Apt. 978 South Richard HI 44310-7336,26-0300229,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:32:59.328487,14.65,W2_XL_input_clean_1353.pdf,clean,,,285-40-4223,Pacheco Inc Ltd,,60-4232118,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:33:40.613182,14.53,W2_XL_input_clean_1355.pdf,clean,,,832-67-8771,Foster PLC PLC,0095 Todd Expressway Apt. 026 New Shane OK 19738-8763,10-1051129,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:33:56.018490,15.39,W2_XL_input_clean_1356.pdf,clean,,,736-20-9333,Porter and Sons LLC,,56-9958217,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:34:50.924514,17.62,W2_XL_input_clean_1359.pdf,clean,Dennis-Erickson Ltd,66656 Johnson Brook Suite 053 Lake Amy PA 21885-2099,400-18-3267,Dennis-Erickson Ltd,66656 Johnson Brook Suite 053 Lake Amy PA 21885-2099,86-3619959,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:35:33.863143,11.24,W2_XL_input_clean_1362.pdf,clean,Justin Hughes,07831 Holly Vista Suite 887 North Josephmouth OH,836-93-9415,"Smith,",0019 Kemp Island Apt. 684 Lake Jose VT 09001-8953,58-8485432,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:36:31.717946,15.08,W2_XL_input_clean_1366.pdf,clean,Rhonda Gonzales,8195 Catherine Villages Apt. 817 78254-4382,697-41-4925,Walsh-Hamilton Inc,424 Kimberly Trail Suite 876 Gravesborough CO 63895-5244,31-7487391,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:37:01.035904,29.31,W2_XL_input_clean_1367.pdf,clean,,,568-47-0259,"Pearson, Adams and Beck PLC",,68-7885980,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:37:41.021602,39.97,W2_XL_input_clean_1368.pdf,clean,Ryan Smith,93477 Makayla Stream Apt. 285 East Sandrashire NH,079-14-0849,Ward-Martinez Inc,00215 Beth Glens Suite 617 East Lauren NY 48664-4262,95-3831047,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:38:40.131360,14.27,W2_XL_input_clean_1371.pdf,clean,,,164-10-2646,"Berry, Cummings and Estrada and Sons",,30-1187691,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:38:49.987057,9.84,W2_XL_input_clean_1372.pdf,clean,,,092-19-1466,Miller-Wilson and Sons,49463 Alicia Trace Apt. 916 Pughfort KS 18744-2445,67-6281987,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:38:59.071694,9.07,W2_XL_input_clean_1373.pdf,clean,,,226-31-1605,"Allen,",742 Wilkins Mountains Suite 507 Donaldville DC 27881-5130,37-2544985,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:39:13.267678,14.19,W2_XL_input_clean_1374.pdf,clean,,,055-60-1067,Davis-Martin and Sons,4377 Paul Vista Suite 608 Port Samuelport FL 14689-1628,37-5478046,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:39:56.404359,15.41,W2_XL_input_clean_1376.pdf,clean,,,304-39-4621,Stevens-Prince Group,,26-0400969,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:40:58.121198,19.93,W2_XL_input_clean_1380.pdf,clean,,,385-99-1827,"Hobbs, Cooper and Brown Ltd",094 Moore Drive Suite 274 Stacyfort DC 58588-7055,26-4080470,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:41:49.548389,14.94,W2_XL_input_clean_1382.pdf,clean,,,228-25-3870,Lee Group and Sons,10974 Cabrera Prairie Suite 285 Lake Dawn PA 27721-0412,60-2251918,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:44:16.547496,9.78,W2_XL_input_clean_1392.pdf,clean,,,146-93-8594,"Jackson, King and Peters Ltd",85024 Jared Street Apt. 481 East Ronald NE 51810-6340,80-5094836,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:44:58.641294,12.59,W2_XL_input_clean_1395.pdf,clean,Kimberly Khan,223 Mcknight Neck Suite 489 West Michaelmouth VT,247-43-0212,King and Sons Ltd,,73-7379739,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:46:03.907888,24.47,W2_XL_input_clean_1398.pdf,clean,Inc Cochran-Stephenson,85456 Lewis Wells Apt. 156 North James FL 18462-7999,701-74-1067,Cochran-Stephenson Inc,85456 Lewis Wells Apt. 156 North James FL 18462-7999,80-5837777,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T13:47:29.912673,13.12,W2_XL_input_clean_1400.pdf,clean,,,211-13-6871,Cochran and Sons Ltd,57666 John Divide Suite 224 Port Jose DE 88060-1449,51-8191200,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:48:09.803021,11.12,W2_XL_input_noisy_2909.pdf,noisy,,,815-14-3849,,,47-4303247,0.0,0.0,0.9,0.3,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T13:48:50.724874,18.83,W2_XL_input_noisy_2913.pdf,noisy,Danny Cruz,148 Marquez Cliff Apt. 823 Port Alexanderside AZ,722-70-2179,Calhoun PLC Group,02146 Emily Lock Brennanberg TX 95296-4635,65-6322014,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:49:04.310556,13.57,W2_XL_input_noisy_2915.pdf,noisy,Brian Thompson,29204 Harding Shoals Apt. 943 Benjaminchester ID,401-09-3931,Farmer Ltd LLC,25668 Alyssa Plaza Apt. 495 South Erinfort FL 39579-7371,30-9495548,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T13:50:52.972498,52.08,W2_XL_input_noisy_2917.pdf,noisy,Steven Mason,453 Kelly Throughwa Petersonfort ND 25841-7459,,,,,0.9,0.9,0.0,0.6,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_ssn
2026-05-26T13:56:15.580501,281.39,W2_XL_input_noisy_2921.pdf,noisy,,,,,,,0.0,0.0,0.0,0.0,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address, employee_ssn"
